ZFIN ID	Human NCBI Gene ID
ZDB-GENE-050417-295	23555
ZDB-GENE-050417-296	161502
ZDB-GENE-050417-297	402665
ZDB-GENE-050417-298	133690
ZDB-GENE-050417-299	9577
ZDB-GENE-050417-3	151011
ZDB-GENE-050417-304	348110
ZDB-GENE-050417-305	392
ZDB-GENE-050417-306	51164
ZDB-GENE-050417-308	58480
ZDB-GENE-050417-309	284612
ZDB-GENE-050417-31	79058
ZDB-GENE-050417-313	79755
ZDB-GENE-050417-314	54741
ZDB-GENE-050417-317	7264
ZDB-GENE-050417-32	92255
ZDB-GENE-050417-322	9973
ZDB-GENE-050417-324	2483
ZDB-GENE-050417-327	1915
ZDB-GENE-050417-328	2098
ZDB-GENE-050417-329	1153
ZDB-GENE-050417-330	401548
ZDB-GENE-050417-332	23479
ZDB-GENE-050417-333	5692
ZDB-GENE-050417-337	159
ZDB-GENE-050417-338	391123
ZDB-GENE-050417-34	51501
ZDB-GENE-050417-340	6742
ZDB-GENE-050417-341	824
ZDB-GENE-050417-342	8439
ZDB-GENE-050417-343	56898
ZDB-GENE-050417-344	54499
ZDB-GENE-050417-346	79774
ZDB-GENE-050417-347	54058
ZDB-GENE-050417-348	90141
ZDB-GENE-050417-350	89953
ZDB-GENE-050417-351	54558
ZDB-GENE-050417-352	22800
ZDB-GENE-050417-353	84294
ZDB-GENE-050417-354	51379
ZDB-GENE-050417-355	1385
ZDB-GENE-050417-356	4300
ZDB-GENE-050417-357	7291
ZDB-GENE-050417-359	8490
ZDB-GENE-050417-36	140578
ZDB-GENE-050417-361	5264
ZDB-GENE-050417-365	27247
ZDB-GENE-050417-366	161003
ZDB-GENE-050417-367	875
ZDB-GENE-050417-368	403
ZDB-GENE-050417-369	51300
ZDB-GENE-050417-37	8834
ZDB-GENE-050417-370	26515
ZDB-GENE-050417-371	55971
ZDB-GENE-050417-373	2760
ZDB-GENE-050417-374	2963
ZDB-GENE-050417-375	5464
ZDB-GENE-050417-376	11201
ZDB-GENE-050417-377	374659
ZDB-GENE-050417-38	27341
ZDB-GENE-050417-381	157638
ZDB-GENE-050417-383	6794
ZDB-GENE-050417-384	387496
ZDB-GENE-050417-386	116843
ZDB-GENE-050417-387	113802
ZDB-GENE-050417-388	79873
ZDB-GENE-050417-389	92421
ZDB-GENE-050417-39	65220
ZDB-GENE-050417-393	6004
ZDB-GENE-050417-394	7021
ZDB-GENE-050417-395	64168
ZDB-GENE-050417-397	3925
ZDB-GENE-050417-399	51102
ZDB-GENE-050417-400	23492
ZDB-GENE-050417-401	55054
ZDB-GENE-050417-402	64478
ZDB-GENE-050417-407	339665
ZDB-GENE-050417-408	708
ZDB-GENE-050417-409	5064
ZDB-GENE-050417-411	1801
ZDB-GENE-050417-412	955
ZDB-GENE-050417-413	94274
ZDB-GENE-050417-416	2197
ZDB-GENE-050417-417	10007
ZDB-GENE-050417-419	149345
ZDB-GENE-050417-42	728116
ZDB-GENE-050417-421	93408
ZDB-GENE-050417-422	85450
ZDB-GENE-050417-423	387758
ZDB-GENE-050417-424	5824
ZDB-GENE-050417-425	255919
ZDB-GENE-050417-427	114897
ZDB-GENE-050417-428	161835
ZDB-GENE-050417-430	119504
ZDB-GENE-050417-434	54732
ZDB-GENE-050417-435	3421
ZDB-GENE-050417-436	58472
ZDB-GENE-050417-437	56681
ZDB-GENE-050417-438	29079
ZDB-GENE-050417-439	64792
ZDB-GENE-050417-440	1138
ZDB-GENE-050417-441	5515
ZDB-GENE-050417-444	22875
ZDB-GENE-050417-446	55957
ZDB-GENE-050417-448	8510
ZDB-GENE-050417-45	27335
ZDB-GENE-050417-451	9419
ZDB-GENE-050417-454	51397
ZDB-GENE-050417-456	64081
ZDB-GENE-050417-457	9538
ZDB-GENE-050417-46	54851
ZDB-GENE-050417-460	23443
ZDB-GENE-050417-462	339175
ZDB-GENE-050417-466	29970
ZDB-GENE-050417-469	337
ZDB-GENE-050417-47	23016
ZDB-GENE-050417-470	57484
ZDB-GENE-050417-471	4682
ZDB-GENE-050417-473	256006
ZDB-GENE-050417-474	6672
ZDB-GENE-050417-49	7136
ZDB-GENE-050417-52	64432
ZDB-GENE-050417-56	55114
ZDB-GENE-050417-59	54331
ZDB-GENE-050417-60	51241
ZDB-GENE-050417-61	10459
ZDB-GENE-050417-62	5211
ZDB-GENE-050417-64	25928
ZDB-GENE-050417-66	5437
ZDB-GENE-050417-67	51077
ZDB-GENE-050417-7	118812
ZDB-GENE-050417-70	125981
ZDB-GENE-050417-71	11127
ZDB-GENE-050417-76	814
ZDB-GENE-050417-78	84266
ZDB-GENE-050417-8	79712
ZDB-GENE-050417-80	51008
ZDB-GENE-050417-82	79810
ZDB-GENE-050417-83	63874
ZDB-GENE-050417-85	84236
ZDB-GENE-050417-86	100137047
ZDB-GENE-050417-87	10434
ZDB-GENE-050417-89	51100
ZDB-GENE-050417-9	54863
ZDB-GENE-050417-90	23463
ZDB-GENE-050417-92	254863
ZDB-GENE-050417-93	116143
ZDB-GENE-050417-94	8558
ZDB-GENE-050417-95	3265
ZDB-GENE-050417-96	5710
ZDB-GENE-050417-97	127343
ZDB-GENE-050417-98	51449
ZDB-GENE-050417-99	6992
ZDB-GENE-050419-106	123904
ZDB-GENE-050419-109	84223
ZDB-GENE-050419-11	93107
ZDB-GENE-050419-110	115727
ZDB-GENE-050419-112	4294
ZDB-GENE-050419-115	79042
ZDB-GENE-050419-117	9154
ZDB-GENE-050419-118	114788
ZDB-GENE-050419-121	8800
ZDB-GENE-050419-124	64116
ZDB-GENE-050419-126	64927
ZDB-GENE-050419-13	124245
ZDB-GENE-050419-140	57707
ZDB-GENE-050419-142	121551
ZDB-GENE-050419-145	23209
ZDB-GENE-050419-146	79365
ZDB-GENE-050419-148	54921
ZDB-GENE-050419-150	146433
ZDB-GENE-050419-153	2294
ZDB-GENE-050419-154	55691
ZDB-GENE-050419-163	23704
ZDB-GENE-050419-164	1258
ZDB-GENE-050419-166	80704
ZDB-GENE-050419-169	1643
ZDB-GENE-050419-171	145814
ZDB-GENE-050419-18	25758
ZDB-GENE-050419-180	10000
ZDB-GENE-050419-181	6483
ZDB-GENE-050419-183	374462
ZDB-GENE-050419-188	83448
ZDB-GENE-050419-19	51659
ZDB-GENE-050419-191	8092
ZDB-GENE-050419-192	3709
ZDB-GENE-050419-195	51090
ZDB-GENE-050419-197	146206
ZDB-GENE-050419-198	4091
ZDB-GENE-050419-20	170506
ZDB-GENE-050419-200	222389
ZDB-GENE-050419-201	162979
ZDB-GENE-050419-202	8554
ZDB-GENE-050419-204	56204
ZDB-GENE-050419-206	57018
ZDB-GENE-050419-209	6543
ZDB-GENE-050419-21	27087
ZDB-GENE-050419-212	23646
ZDB-GENE-050419-213	5346
ZDB-GENE-050419-215	23786
ZDB-GENE-050419-217	283777
ZDB-GENE-050419-219	54768
ZDB-GENE-050419-226	84978
ZDB-GENE-050419-232	136332
ZDB-GENE-050419-235	84125
ZDB-GENE-050419-237	79613
ZDB-GENE-050419-238	161882
ZDB-GENE-050419-24	57562
ZDB-GENE-050419-242	64799
ZDB-GENE-050419-245	147968
ZDB-GENE-050419-251	9051
ZDB-GENE-050419-253	120071
ZDB-GENE-050419-255	164781
ZDB-GENE-050419-256	1106
ZDB-GENE-050419-258	3508
ZDB-GENE-050419-261	126374
ZDB-GENE-050419-28	1639
ZDB-GENE-050419-3	4828
ZDB-GENE-050419-32	80309
ZDB-GENE-050419-35	637
ZDB-GENE-050419-37	55075
ZDB-GENE-050419-45	2762
ZDB-GENE-050419-48	57538
ZDB-GENE-050419-50	80790
ZDB-GENE-050419-52	4301
ZDB-GENE-050419-55	56666
ZDB-GENE-050419-6	64761
ZDB-GENE-050419-61	55812
ZDB-GENE-050419-67	148014
ZDB-GENE-050419-69	114908
ZDB-GENE-050419-73	10472
ZDB-GENE-050419-74	56980
ZDB-GENE-050419-75	144100
ZDB-GENE-050419-78	400451
ZDB-GENE-050419-80	57189
ZDB-GENE-050419-81	23336
ZDB-GENE-050419-82	390598
ZDB-GENE-050419-93	283310
ZDB-GENE-050419-96	10635
ZDB-GENE-050419-97	64418
ZDB-GENE-050419-99	121551
ZDB-GENE-050420-101	55055
ZDB-GENE-050420-109	23094
ZDB-GENE-050420-120	3758
ZDB-GENE-050420-149	57670
ZDB-GENE-050420-170	166614
ZDB-GENE-050420-181	2181
ZDB-GENE-050420-186	3758
ZDB-GENE-050420-210	440073
ZDB-GENE-050420-256	3758
ZDB-GENE-050420-272	3758
ZDB-GENE-050420-277	55907
ZDB-GENE-050420-284	57522
ZDB-GENE-050420-31	54207
ZDB-GENE-050420-319	7490
ZDB-GENE-050420-32	79567
ZDB-GENE-050420-347	121512
ZDB-GENE-050420-354	894
ZDB-GENE-050420-360	10021
ZDB-GENE-050420-389	26145
ZDB-GENE-050420-46	115908
ZDB-GENE-050420-7	5597
ZDB-GENE-050420-93	55117
ZDB-GENE-050421-2	5947
ZDB-GENE-050425-1	2195
ZDB-GENE-050425-2	4653
ZDB-GENE-050428-1	3149
ZDB-GENE-050505-1	27295
ZDB-GENE-050506-100	5803
ZDB-GENE-050506-101	54623
ZDB-GENE-050506-105	79842
ZDB-GENE-050506-106	51124
ZDB-GENE-050506-107	6217
ZDB-GENE-050506-110	10111
ZDB-GENE-050506-113	93974
ZDB-GENE-050506-118	57804
ZDB-GENE-050506-130	57467
ZDB-GENE-050506-131	990
ZDB-GENE-050506-132	10979
ZDB-GENE-050506-134	7804
ZDB-GENE-050506-136	55784
ZDB-GENE-050506-143	54869
ZDB-GENE-050506-146	90627
ZDB-GENE-050506-147	84795
ZDB-GENE-050506-15	55559
ZDB-GENE-050506-21	347273
ZDB-GENE-050506-22	79568
ZDB-GENE-050506-24	94239
ZDB-GENE-050506-25	339291
ZDB-GENE-050506-30	84313
ZDB-GENE-050506-35	51678
ZDB-GENE-050506-42	57466
ZDB-GENE-050506-52	10864
ZDB-GENE-050506-54	4863
ZDB-GENE-050506-57	10572
ZDB-GENE-050506-58	10061
ZDB-GENE-050506-59	9918
ZDB-GENE-050506-60	9487
ZDB-GENE-050506-61	7414
ZDB-GENE-050506-63	6677
ZDB-GENE-050506-64	4285
ZDB-GENE-050506-71	145482
ZDB-GENE-050506-72	51550
ZDB-GENE-050506-73	1181
ZDB-GENE-050506-76	84883
ZDB-GENE-050506-78	2224
ZDB-GENE-050506-79	23186
ZDB-GENE-050506-8	8698
ZDB-GENE-050506-80	347730
ZDB-GENE-050506-82	1353
ZDB-GENE-050506-83	124936
ZDB-GENE-050506-88	54762
ZDB-GENE-050506-92	51024
ZDB-GENE-050506-94	55284
ZDB-GENE-050508-5	128486
ZDB-GENE-050510-1	1044
ZDB-GENE-050511-1	1761
ZDB-GENE-050512-1	256126
ZDB-GENE-050512-2	2193
ZDB-GENE-050513-1	6405
ZDB-GENE-050513-2	6405
ZDB-GENE-050513-5	10512
ZDB-GENE-050516-1	2642
ZDB-GENE-050516-2	2642
ZDB-GENE-050516-3	9340
ZDB-GENE-050516-4	2696
ZDB-GENE-050517-1	20
ZDB-GENE-050517-10	22
ZDB-GENE-050517-12	23457
ZDB-GENE-050517-13	8647
ZDB-GENE-050517-14	8647
ZDB-GENE-050517-15	4363
ZDB-GENE-050517-16	8714
ZDB-GENE-050517-17	10057
ZDB-GENE-050517-18	368
ZDB-GENE-050517-19	368
ZDB-GENE-050517-2	21
ZDB-GENE-050517-20	1080
ZDB-GENE-050517-21	55757
ZDB-GENE-050517-22	6833
ZDB-GENE-050517-23	10060
ZDB-GENE-050517-24	89845
ZDB-GENE-050517-25	94160
ZDB-GENE-050517-26	150000
ZDB-GENE-050517-27	215
ZDB-GENE-050517-28	225
ZDB-GENE-050517-29	5825
ZDB-GENE-050517-3	24
ZDB-GENE-050517-30	5826
ZDB-GENE-050517-31	23
ZDB-GENE-050517-32	55324
ZDB-GENE-050517-38	9429
ZDB-GENE-050517-39	64137
ZDB-GENE-050517-4	24
ZDB-GENE-050517-40	64240
ZDB-GENE-050517-41	64241
ZDB-GENE-050517-43	6890
ZDB-GENE-050517-5	23461
ZDB-GENE-050517-6	10347
ZDB-GENE-050517-9	10058
ZDB-GENE-050518-1	10391
ZDB-GENE-050518-2	4041
ZDB-GENE-050519-1	1464
ZDB-GENE-050521-1	55916
ZDB-GENE-050522-100	84876
ZDB-GENE-050522-102	54492
ZDB-GENE-050522-104	11168
ZDB-GENE-050522-111	54780
ZDB-GENE-050522-112	54838
ZDB-GENE-050522-113	10573
ZDB-GENE-050522-114	5130
ZDB-GENE-050522-115	124641
ZDB-GENE-050522-116	2936
ZDB-GENE-050522-119	54149
ZDB-GENE-050522-12	6319
ZDB-GENE-050522-120	5439
ZDB-GENE-050522-121	7164
ZDB-GENE-050522-123	112858
ZDB-GENE-050522-124	9937
ZDB-GENE-050522-125	129807
ZDB-GENE-050522-127	29777
ZDB-GENE-050522-129	51264
ZDB-GENE-050522-13	54973
ZDB-GENE-050522-131	4728
ZDB-GENE-050522-133	9377
ZDB-GENE-050522-134	6861
ZDB-GENE-050522-135	155066
ZDB-GENE-050522-137	23558
ZDB-GENE-050522-14	5550
ZDB-GENE-050522-141	7172
ZDB-GENE-050522-143	1413
ZDB-GENE-050522-145	4082
ZDB-GENE-050522-146	56344
ZDB-GENE-050522-147	539
ZDB-GENE-050522-148	57508
ZDB-GENE-050522-150	147007
ZDB-GENE-050522-151	10923
ZDB-GENE-050522-152	1070
ZDB-GENE-050522-153	1347
ZDB-GENE-050522-154	3954
ZDB-GENE-050522-155	29993
ZDB-GENE-050522-156	116154
ZDB-GENE-050522-157	54039
ZDB-GENE-050522-158	7347
ZDB-GENE-050522-159	25824
ZDB-GENE-050522-160	340745
ZDB-GENE-050522-161	84324
ZDB-GENE-050522-163	51651
ZDB-GENE-050522-166	83546
ZDB-GENE-050522-167	28998
ZDB-GENE-050522-168	84900
ZDB-GENE-050522-169	27166
ZDB-GENE-050522-174	392465
ZDB-GENE-050522-18	7430
ZDB-GENE-050522-181	5441
ZDB-GENE-050522-182	11102
ZDB-GENE-050522-184	83643
ZDB-GENE-050522-185	283991
ZDB-GENE-050522-188	50628
ZDB-GENE-050522-191	51412
ZDB-GENE-050522-192	128387
ZDB-GENE-050522-194	125488
ZDB-GENE-050522-196	8846
ZDB-GENE-050522-197	84196
ZDB-GENE-050522-198	220296
ZDB-GENE-050522-2	55174
ZDB-GENE-050522-20	55319
ZDB-GENE-050522-200	64975
ZDB-GENE-050522-201	55885
ZDB-GENE-050522-202	6202
ZDB-GENE-050522-205	4741
ZDB-GENE-050522-207	11075
ZDB-GENE-050522-208	56947
ZDB-GENE-050522-21	55005
ZDB-GENE-050522-210	154807
ZDB-GENE-050522-212	144108
ZDB-GENE-050522-213	203259
ZDB-GENE-050522-215	535
ZDB-GENE-050522-216	5754
ZDB-GENE-050522-217	64081
ZDB-GENE-050522-218	56475
ZDB-GENE-050522-22	3841
ZDB-GENE-050522-220	571
ZDB-GENE-050522-222	55165
ZDB-GENE-050522-224	7008
ZDB-GENE-050522-225	51167
ZDB-GENE-050522-226	201140
ZDB-GENE-050522-228	115548
ZDB-GENE-050522-229	54947
ZDB-GENE-050522-23	9517
ZDB-GENE-050522-230	63908
ZDB-GENE-050522-231	55745
ZDB-GENE-050522-235	6623
ZDB-GENE-050522-236	3987
ZDB-GENE-050522-238	11344
ZDB-GENE-050522-240	51263
ZDB-GENE-050522-242	84892
ZDB-GENE-050522-247	283373
ZDB-GENE-050522-249	4248
ZDB-GENE-050522-250	10800
ZDB-GENE-050522-251	64425
ZDB-GENE-050522-252	10112
ZDB-GENE-050522-256	51388
ZDB-GENE-050522-257	7535
ZDB-GENE-050522-259	1361
ZDB-GENE-050522-26	5831
ZDB-GENE-050522-262	3699
ZDB-GENE-050522-263	1266
ZDB-GENE-050522-266	7993
ZDB-GENE-050522-267	254956
ZDB-GENE-050522-268	91452
ZDB-GENE-050522-269	26273
ZDB-GENE-050522-272	134728
ZDB-GENE-050522-273	4720
ZDB-GENE-050522-274	64743
ZDB-GENE-050522-275	158067
ZDB-GENE-050522-276	8609
ZDB-GENE-050522-28	56033
ZDB-GENE-050522-280	54509
ZDB-GENE-050522-283	283578
ZDB-GENE-050522-284	51809
ZDB-GENE-050522-285	83938
ZDB-GENE-050522-287	80153
ZDB-GENE-050522-292	112479
ZDB-GENE-050522-293	28988
ZDB-GENE-050522-296	146845
ZDB-GENE-050522-297	4927
ZDB-GENE-050522-30	51504
ZDB-GENE-050522-300	84179
ZDB-GENE-050522-301	10771
ZDB-GENE-050522-302	246175
ZDB-GENE-050522-304	81688
ZDB-GENE-050522-305	219972
ZDB-GENE-050522-306	132671
ZDB-GENE-050522-307	225689
ZDB-GENE-050522-308	4990
ZDB-GENE-050522-309	56655
ZDB-GENE-050522-31	751071
ZDB-GENE-050522-311	339416
ZDB-GENE-050522-312	94235
ZDB-GENE-050522-314	79718
ZDB-GENE-050522-316	6945
ZDB-GENE-050522-318	55020
ZDB-GENE-050522-319	55450
ZDB-GENE-050522-320	5860
ZDB-GENE-050522-322	79819
ZDB-GENE-050522-323	117177
ZDB-GENE-050522-324	79786
ZDB-GENE-050522-325	57332
ZDB-GENE-050522-327	10460
ZDB-GENE-050522-328	51715
ZDB-GENE-050522-329	55585
ZDB-GENE-050522-330	240
ZDB-GENE-050522-334	10195
ZDB-GENE-050522-335	84705
ZDB-GENE-050522-338	140459
ZDB-GENE-050522-339	55137
ZDB-GENE-050522-34	55076
ZDB-GENE-050522-342	11193
ZDB-GENE-050522-344	114791
ZDB-GENE-050522-345	8649
ZDB-GENE-050522-346	10241
ZDB-GENE-050522-347	10750
ZDB-GENE-050522-349	3613
ZDB-GENE-050522-35	54677
ZDB-GENE-050522-351	57733
ZDB-GENE-050522-352	1497
ZDB-GENE-050522-353	5446
ZDB-GENE-050522-354	122786
ZDB-GENE-050522-355	64121
ZDB-GENE-050522-358	148789
ZDB-GENE-050522-359	51202
ZDB-GENE-050522-36	8226
ZDB-GENE-050522-362	118460
ZDB-GENE-050522-365	79901
ZDB-GENE-050522-367	79794
ZDB-GENE-050522-368	84693
ZDB-GENE-050522-37	54765
ZDB-GENE-050522-370	55862
ZDB-GENE-050522-375	55964
ZDB-GENE-050522-376	593
ZDB-GENE-050522-377	4695
ZDB-GENE-050522-38	130576
ZDB-GENE-050522-380	90580
ZDB-GENE-050522-381	7991
ZDB-GENE-050522-383	23383
ZDB-GENE-050522-384	7280
ZDB-GENE-050522-388	51073
ZDB-GENE-050522-39	90459
ZDB-GENE-050522-390	51373
ZDB-GENE-050522-391	2167
ZDB-GENE-050522-393	64951
ZDB-GENE-050522-394	51020
ZDB-GENE-050522-396	54495
ZDB-GENE-050522-397	53407
ZDB-GENE-050522-398	3982
ZDB-GENE-050522-399	23524
ZDB-GENE-050522-400	113419
ZDB-GENE-050522-402	2021
ZDB-GENE-050522-404	51030
ZDB-GENE-050522-405	51329
ZDB-GENE-050522-410	9358
ZDB-GENE-050522-411	1675
ZDB-GENE-050522-412	6697
ZDB-GENE-050522-414	26959
ZDB-GENE-050522-415	2048
ZDB-GENE-050522-417	9455
ZDB-GENE-050522-419	2882
ZDB-GENE-050522-42	9071
ZDB-GENE-050522-420	79871
ZDB-GENE-050522-421	4724
ZDB-GENE-050522-422	1486
ZDB-GENE-050522-423	57150
ZDB-GENE-050522-424	54332
ZDB-GENE-050522-426	859
ZDB-GENE-050522-43	114990
ZDB-GENE-050522-430	115201
ZDB-GENE-050522-431	2081
ZDB-GENE-050522-434	9615
ZDB-GENE-050522-437	4725
ZDB-GENE-050522-438	1357
ZDB-GENE-050522-44	6996
ZDB-GENE-050522-440	7448
ZDB-GENE-050522-442	735
ZDB-GENE-050522-446	124402
ZDB-GENE-050522-447	5995
ZDB-GENE-050522-448	81889
ZDB-GENE-050522-45	6815
ZDB-GENE-050522-450	64841
ZDB-GENE-050522-454	283989
ZDB-GENE-050522-456	147841
ZDB-GENE-050522-460	154313
ZDB-GENE-050522-464	10858
ZDB-GENE-050522-466	3265
ZDB-GENE-050522-467	27077
ZDB-GENE-050522-468	55973
ZDB-GENE-050522-47	51147
ZDB-GENE-050522-471	5558
ZDB-GENE-050522-477	4836
ZDB-GENE-050522-479	5683
ZDB-GENE-050522-48	2766
ZDB-GENE-050522-480	221443
ZDB-GENE-050522-481	152503
ZDB-GENE-050522-482	5837
ZDB-GENE-050522-483	84955
ZDB-GENE-050522-484	23600
ZDB-GENE-050522-49	144404
ZDB-GENE-050522-491	3145
ZDB-GENE-050522-492	5725
ZDB-GENE-050522-493	51512
ZDB-GENE-050522-494	7411
ZDB-GENE-050522-495	92002
ZDB-GENE-050522-496	10432
ZDB-GENE-050522-497	51060
ZDB-GENE-050522-499	56916
ZDB-GENE-050522-500	1938
ZDB-GENE-050522-502	54952
ZDB-GENE-050522-503	2908
ZDB-GENE-050522-504	2664
ZDB-GENE-050522-505	10775
ZDB-GENE-050522-506	840
ZDB-GENE-050522-508	63922
ZDB-GENE-050522-51	145389
ZDB-GENE-050522-510	374395
ZDB-GENE-050522-511	10100
ZDB-GENE-050522-513	2958
ZDB-GENE-050522-514	11104
ZDB-GENE-050522-515	51093
ZDB-GENE-050522-516	10206
ZDB-GENE-050522-517	8394
ZDB-GENE-050522-518	8776
ZDB-GENE-050522-52	5260
ZDB-GENE-050522-523	58190
ZDB-GENE-050522-524	132720
ZDB-GENE-050522-525	55819
ZDB-GENE-050522-53	90407
ZDB-GENE-050522-533	57689
ZDB-GENE-050522-534	2672
ZDB-GENE-050522-535	55768
ZDB-GENE-050522-536	167153
ZDB-GENE-050522-538	26027
ZDB-GENE-050522-54	54971
ZDB-GENE-050522-540	55687
ZDB-GENE-050522-541	9143
ZDB-GENE-050522-542	7381
ZDB-GENE-050522-545	285381
ZDB-GENE-050522-549	6232
ZDB-GENE-050522-55	26099
ZDB-GENE-050522-551	23353
ZDB-GENE-050522-552	2114
ZDB-GENE-050522-555	201475
ZDB-GENE-050522-556	55656
ZDB-GENE-050522-557	93624
ZDB-GENE-050522-559	1520
ZDB-GENE-050522-56	55679
ZDB-GENE-050522-57	79078
ZDB-GENE-050522-58	92597
ZDB-GENE-050522-61	10558
ZDB-GENE-050522-64	28971
ZDB-GENE-050522-65	56954
ZDB-GENE-050522-67	55707
ZDB-GENE-050522-69	170591
ZDB-GENE-050522-70	285755
ZDB-GENE-050522-71	254042
ZDB-GENE-050522-73	7262
ZDB-GENE-050522-75	64359
ZDB-GENE-050522-76	4189
ZDB-GENE-050522-79	79735
ZDB-GENE-050522-8	7112
ZDB-GENE-050522-80	387700
ZDB-GENE-050522-84	824
ZDB-GENE-050522-86	712
ZDB-GENE-050522-88	54858
ZDB-GENE-050522-90	51009
ZDB-GENE-050522-94	140838
ZDB-GENE-050522-96	2168
ZDB-GENE-050522-97	55654
ZDB-GENE-050522-98	79050
ZDB-GENE-050522-99	125950
ZDB-GENE-050523-1	2736
ZDB-GENE-050523-2	9113
ZDB-GENE-050523-3	140862
ZDB-GENE-050523-4	145501
ZDB-GENE-050524-1	9394
ZDB-GENE-050525-1	79725
ZDB-GENE-050525-2	3624
ZDB-GENE-050525-3	3593
ZDB-GENE-050531-1	4629
ZDB-GENE-050601-1	2950
ZDB-GENE-050601-2	7124
ZDB-GENE-050601-3	4049
ZDB-GENE-050603-1	347365
ZDB-GENE-050616-1	375519
ZDB-GENE-050616-10	2697
ZDB-GENE-050616-11	2702
ZDB-GENE-050616-13	219770
ZDB-GENE-050616-14	2703
ZDB-GENE-050616-15	84694
ZDB-GENE-050616-3	2705
ZDB-GENE-050616-6	2701
ZDB-GENE-050622-16	56992
ZDB-GENE-050624-1	23452
ZDB-GENE-050624-2	403341
ZDB-GENE-050626-103	93611
ZDB-GENE-050626-106	6812
ZDB-GENE-050626-112	4635
ZDB-GENE-050626-115	4189
ZDB-GENE-050626-118	4975
ZDB-GENE-050626-124	23173
ZDB-GENE-050626-142	248
ZDB-GENE-050626-49	9409
ZDB-GENE-050626-52	83939
ZDB-GENE-050626-55	1520
ZDB-GENE-050626-61	128637
ZDB-GENE-050626-70	90362
ZDB-GENE-050626-79	26973
ZDB-GENE-050626-88	51634
ZDB-GENE-050626-91	11266
ZDB-GENE-050626-94	81689
ZDB-GENE-050628-1	142678
ZDB-GENE-050629-1	57798
ZDB-GENE-050706-101	114902
ZDB-GENE-050706-104	11001
ZDB-GENE-050706-107	94097
ZDB-GENE-050706-110	53917
ZDB-GENE-050706-113	57111
ZDB-GENE-050706-119	348487
ZDB-GENE-050706-125	51308
ZDB-GENE-050706-128	230
ZDB-GENE-050706-131	11338
ZDB-GENE-050706-134	60685
ZDB-GENE-050706-140	51010
ZDB-GENE-050706-143	8577
ZDB-GENE-050706-146	494143
ZDB-GENE-050706-152	55255
ZDB-GENE-050706-155	56255
ZDB-GENE-050706-161	85013
ZDB-GENE-050706-167	54550
ZDB-GENE-050706-182	23223
ZDB-GENE-050706-185	26058
ZDB-GENE-050706-192	268
ZDB-GENE-050706-50	64062
ZDB-GENE-050706-53	11325
ZDB-GENE-050706-62	5955
ZDB-GENE-050706-68	64852
ZDB-GENE-050706-71	24139
ZDB-GENE-050706-77	11066
ZDB-GENE-050706-80	60491
ZDB-GENE-050706-83	387597
ZDB-GENE-050706-86	4284
ZDB-GENE-050706-89	2534
ZDB-GENE-050706-92	81706
ZDB-GENE-050706-95	63899
ZDB-GENE-050706-97	6696
ZDB-GENE-050707-1	131149
ZDB-GENE-050712-3	7221
ZDB-GENE-050714-2	340665
ZDB-GENE-050720-1	1400
ZDB-GENE-050720-2	1809
ZDB-GENE-050720-3	10570
ZDB-GENE-050720-4	56896
ZDB-GENE-050721-2	11016
ZDB-GENE-050726-1	57817
ZDB-GENE-050729-1	4901
ZDB-GENE-050731-10	5893
ZDB-GENE-050731-5	55823
ZDB-GENE-050803-1	7430
ZDB-GENE-050808-1	4905
ZDB-GENE-050808-2	54093
ZDB-GENE-050809-1	6546
ZDB-GENE-050809-101	79979
ZDB-GENE-050809-104	6543
ZDB-GENE-050809-105	5926
ZDB-GENE-050809-111	415116
ZDB-GENE-050809-112	51081
ZDB-GENE-050809-113	245806
ZDB-GENE-050809-115	2180
ZDB-GENE-050809-116	80344
ZDB-GENE-050809-118	84966
ZDB-GENE-050809-119	366
ZDB-GENE-050809-12	51069
ZDB-GENE-050809-121	5447
ZDB-GENE-050809-122	83452
ZDB-GENE-050809-123	130612
ZDB-GENE-050809-124	51316
ZDB-GENE-050809-125	55848
ZDB-GENE-050809-126	80045
ZDB-GENE-050809-127	5723
ZDB-GENE-050809-128	55172
ZDB-GENE-050809-129	282991
ZDB-GENE-050809-130	28972
ZDB-GENE-050809-131	60488
ZDB-GENE-050809-132	55683
ZDB-GENE-050809-134	5965
ZDB-GENE-050809-135	143187
ZDB-GENE-050809-136	51560
ZDB-GENE-050809-19	7466
ZDB-GENE-050809-23	56623
ZDB-GENE-050809-24	8826
ZDB-GENE-050809-29	23363
ZDB-GENE-050809-3	55298
ZDB-GENE-050809-35	83850
ZDB-GENE-050809-38	94134
ZDB-GENE-050809-39	1659
ZDB-GENE-050809-4	10884
ZDB-GENE-050809-44	29887
ZDB-GENE-050809-47	8295
ZDB-GENE-050809-56	644096
ZDB-GENE-050809-60	10758
ZDB-GENE-050809-65	57465
ZDB-GENE-050809-79	64599
ZDB-GENE-050809-8	79074
ZDB-GENE-050809-9	64601
ZDB-GENE-050810-1	6547
ZDB-GENE-050810-2	831
ZDB-GENE-050810-4	9863
ZDB-GENE-050812-1	10481
ZDB-GENE-050816-1	51567
ZDB-GENE-050823-1	6011
ZDB-GENE-050823-2	124274
ZDB-GENE-050823-3	115330
ZDB-GENE-050823-4	9620
ZDB-GENE-050823-5	344561
ZDB-GENE-050823-6	344561
